game_id,date,home_team,away_team,home_score,away_score,home_win,league,attendance,away_3p_attempts,away_3p_made,away_3p_pct,away_assists,away_blocks,away_fg_attempts,away_fg_made,away_fg_pct,away_fouls,away_ft_attempts,away_ft_made,away_ft_pct,away_q1,away_q2,away_q3,away_q4,away_rebounds,away_rest_days,away_steals,away_travel_distance,away_turnovers,defensive_rating,home_3p_attempts,home_3p_made,home_3p_pct,home_assists,home_blocks,home_fg_attempts,home_fg_made,home_fg_pct,home_fouls,home_ft_attempts,home_ft_made,home_ft_pct,home_q1,home_q2,home_q3,home_q4,home_rebounds,home_rest_days,home_steals,home_travel_distance,home_turnovers,offensive_rating,overtime,pace,pace_estimate,point_diff,processed_at,referees,season,total_points,true_shooting_pct,venue
game_-990712774648600273,2026-01-28,Valencia Basket,C,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.777117,Unknown,2024-25,4045,,Unknown
game_8513060371584858932,2026-01-28,KK Cedevita Junior,PF,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.777249,Unknown,2024-25,4045,,Unknown
game_-3632463095161121735,2026-01-28,Trapani Shark,PF,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.777380,Unknown,2024-25,4049,,Unknown
game_8656602942497573878,2026-01-28,Trapani Shark,PF,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.777490,Unknown,2024-25,4051,,Unknown
game_9209660533075164960,2026-01-28,Virtus Bologna,PF,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.777606,Unknown,2024-25,4043,,Unknown
game_4966022865167864534,2026-01-28,Pistoia Basket 2000,PG,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.777700,Unknown,2024-25,4049,,Unknown
game_-3568213987237128860,2026-01-28,Treviso Basket,PF,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.777855,Unknown,2024-25,4047,,Unknown
game_-3382530801045766827,2026-01-28,Badalona,SG/F,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.777996,Unknown,2024-25,4047,,Unknown
game_4256537748280635346,2026-01-28,Badalona,SG/F,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.778215,Unknown,2024-25,4051,,Unknown
game_5805364503238934141,2026-01-28,Trefl Sopot,PG,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.778317,Unknown,2024-25,4049,,Unknown
game_-8363181982202708911,2026-01-28,Besiktas JK,PG,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.778445,Unknown,2024-25,4047,,Unknown
game_-4704740401076387193,2026-01-28,Besiktas JK,PG,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.778555,Unknown,2024-25,4049,,Unknown
game_-896751185890315113,2026-01-28,Paris Basketball,PG,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.778671,Unknown,2024-25,4045,,Unknown
game_5965343262549122164,2026-01-28,Turk Ankara,PG,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.778802,Unknown,2024-25,4051,,Unknown
game_-1118242372079276218,2026-01-28,CB Gran Canaria,SG,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.778912,Unknown,2024-25,4049,,Unknown
game_4467366590642905843,2026-01-28,Real Madrid,SG,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.779038,Unknown,2024-25,4043,,Unknown
game_7862721445723062388,2026-01-28,Real Madrid,SG,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.779160,Unknown,2024-25,4047,,Unknown
game_3985826616879398963,2026-01-28,Treviso Basket,PF/C,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.779263,Unknown,2024-25,4049,,Unknown
game_1356687654982231253,2026-01-28,Aquila Trento,F,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.779354,Unknown,2024-25,4047,,Unknown
game_5131368180417727367,2026-01-28,Olimpia Milano,F,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.779443,Unknown,2024-25,4043,,Unknown
game_1940059948602098287,2026-01-28,Olimpia Milano,F,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.779586,Unknown,2024-25,4045,,Unknown
game_-8169409332899992179,2026-01-28,Varese,F,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.779679,Unknown,2024-25,4049,,Unknown
game_7959501492343851495,2026-01-28,Varese,F,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.779802,Unknown,2024-25,4051,,Unknown
game_-7034994261099835216,2026-01-28,Anadolu Efes Istanbul,F,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.779894,Unknown,2024-25,4043,,Unknown
game_2604944228775694331,2026-01-28,Scaligera Basket Verona,SG,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.779984,Unknown,2024-25,4045,,Unknown
game_5699864075719812336,2026-01-28,FC Barcelona,F,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.780074,Unknown,2024-25,4049,,Unknown
game_-6037984346404486646,2026-01-28,Valencia Basket,F,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.780163,Unknown,2024-25,4047,,Unknown
game_-4561130424672423923,2026-01-28,Dubai Basketball,F,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.780296,Unknown,2024-25,4051,,Unknown
game_-3155469971417747117,2026-01-28,Aris BC,PG,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.780408,Unknown,2024-25,4051,,Unknown
game_8609992395750638795,2026-01-28,AS Monaco Basket,PG,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.780498,Unknown,2024-25,4043,,Unknown
game_-8850097376020975164,2026-01-28,KK Partizan,PG,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.780636,Unknown,2024-25,4045,,Unknown
game_-2042578818656464493,2026-01-28,KK Partizan,PG,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.780809,Unknown,2024-25,4047,,Unknown
game_-8265705940291039625,2026-01-28,Badalona,PG,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.780906,Unknown,2024-25,4047,,Unknown
game_-2434268001787509237,2026-01-28,Bursaspor,PG,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.781049,Unknown,2024-25,4043,,Unknown
game_7688699953468784357,2026-01-28,Wolves Vilnius,PG,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.781300,Unknown,2024-25,4049,,Unknown
game_-8382097978072134238,2026-01-28,Promitheas,F,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.781885,Unknown,2024-25,4043,,Unknown
game_4403314437109422186,2026-01-28,Hapoel Tel Aviv,F,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.782192,Unknown,2024-25,4047,,Unknown
game_8086789399621020599,2026-01-28,Turk Ankara,F,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.782470,Unknown,2024-25,4049,,Unknown
game_-1112265787929815960,2026-01-28,ratiopharm Ulm,SG,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.782812,Unknown,2024-25,4049,,Unknown
game_2572462237537710454,2026-01-28,ratiopharm Ulm,SG,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.783182,Unknown,2024-25,4051,,Unknown
game_4425217896847368183,2026-01-28,Reggio Emilia,SG,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.783520,Unknown,2024-25,4045,,Unknown
game_7952229727842550378,2026-01-28,Scafati,SG,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.783856,Unknown,2024-25,4049,,Unknown
game_2912163531688076839,2026-01-28,ASVEL Villeurbanne,C,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.784140,Unknown,2024-25,4043,,Unknown
game_8985951385745046351,2026-01-28,Fenerbahçe SK,C,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.784316,Unknown,2024-25,4045,,Unknown
game_4256422061360474449,2026-01-28,Panathinaikos Athlitikos Omilos,C,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.784477,Unknown,2024-25,4047,,Unknown
game_-4450039289695275245,2026-01-28,PBC CSKA Moscow,PF,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.784622,Unknown,2024-25,4043,,Unknown
game_-6933744244832195218,2026-01-28,Pistoia Basket 2000,F,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.784756,Unknown,2024-25,4049,,Unknown
game_2891945558702252559,2026-01-28,Hapoel Tel Aviv,PG,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.784889,Unknown,2024-25,4045,,Unknown
game_5074259400991854591,2026-01-28,Besiktas JK,F,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.785013,Unknown,2024-25,4047,,Unknown
game_2407436532191918543,2026-01-28,Besiktas JK,F,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.785218,Unknown,2024-25,4047,,Unknown
game_-8562414850809353652,2026-01-28,Besiktas JK,F,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.785371,Unknown,2024-25,4049,,Unknown
game_-3024992822392770072,2026-01-28,Besiktas JK,F,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.785471,Unknown,2024-25,4051,,Unknown
game_-6780463220895240877,2026-01-28,BC Andorra,C,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.785566,Unknown,2024-25,4043,,Unknown
game_3266580504761159841,2026-01-28,Varese,F,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.785659,Unknown,2024-25,4049,,Unknown
game_3628700240946184147,2026-01-28,Varese,F,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.785758,Unknown,2024-25,4051,,Unknown
game_6391788913397749768,2026-01-28,KK Buducnost,F,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.785852,Unknown,2024-25,4043,,Unknown
game_3700719246084458825,2026-01-28,KK Buducnost,F,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.785957,Unknown,2024-25,4045,,Unknown
game_-6101170532359582173,2026-01-28,Aquila Trento,C,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.786095,Unknown,2024-25,4045,,Unknown
game_-5143543130723680981,2026-01-28,Reggio Emilia,C,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.786227,Unknown,2024-25,4047,,Unknown
game_7234878555776787735,2026-01-28,Bursaspor,C,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.786338,Unknown,2024-25,4045,,Unknown
game_8808482283230738643,2026-01-28,KK Cedevita Junior,C,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.786432,Unknown,2024-25,4043,,Unknown
game_-8210499596983187671,2026-01-28,KK Partizan,SG,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.786538,Unknown,2024-25,4043,,Unknown
game_-4362676951629475295,2026-01-28,KK Partizan,SG,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.786627,Unknown,2024-25,4045,,Unknown
game_939872193146642057,2026-01-28,KK Partizan,SG,2023,2024,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.96666666666667,-1,2026-01-28T15:28:30.786716,Unknown,2024-25,4047,,Unknown
game_-1442721422159085325,2026-01-28,Dubai Basketball,SG,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.786826,Unknown,2024-25,4051,,Unknown
game_-8524724765186548344,2026-01-28,JL Bourg-en-Bresse,SG,2024,2025,0,Unknown,5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.98888888888889,-1,2026-01-28T15:28:30.786966,Unknown,2024-25,4049,,Unknown
game_1433278544778762100,2026-01-28,Paris Basketball,SG,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.787056,Unknown,2024-25,4051,,Unknown
game_-9195051311228220475,2026-01-28,AS Monaco Basket,SG/F,2021,2022,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.922222222222224,-1,2026-01-28T15:28:30.787157,Unknown,2024-25,4043,,Unknown
game_8309183720412393329,2026-01-28,Panathinaikos Athlitikos Omilos,SG/F,2022,2023,0,Unknown,5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,7,,13,,0,,44.94444444444444,-1,2026-01-28T15:28:30.787249,Unknown,2024-25,4045,,Unknown
game_6133851794694320292,2026-01-28,Dubai Basketball,SG/F,2025,2026,0,Unknown,5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,7,,13,,0,,45.01111111111111,-1,2026-01-28T15:28:30.787377,Unknown,2024-25,4051,,Unknown
