attendance,away_3p_attempts,away_3p_made,away_3p_pct,away_assists,away_blocks,away_fg_attempts,away_fg_made,away_fg_pct,away_fouls,away_ft_attempts,away_ft_made,away_ft_pct,away_q1,away_q2,away_q3,away_q4,away_rebounds,away_rest_days,away_score,away_steals,away_team,away_travel_distance,away_turnovers,date,defensive_rating,game_id,home_3p_attempts,home_3p_made,home_3p_pct,home_assists,home_blocks,home_fg_attempts,home_fg_made,home_fg_pct,home_fouls,home_ft_attempts,home_ft_made,home_ft_pct,home_q1,home_q2,home_q3,home_q4,home_rebounds,home_rest_days,home_score,home_steals,home_team,home_travel_distance,home_turnovers,home_win,league,offensive_rating,overtime,pace,pace_estimate,point_diff,processed_at,referees,season,total_points,true_shooting_pct,venue
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG,,13,2026-01-28,,game_6623736056026916204,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Cholet,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.203490,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,PG,,13,2026-01-28,,game_-3796849303734133458,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Scafati,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.110976,Unknown,2024-25,4045,,Unknown
5000,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,30,7,Utah Jazz,,13,2026-01-28,,game_-8211921324708100187,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,10,7,"Thu, Jan 30, 2020",,13,0,Unknown,,0,,0.4444444444444444,-20,2026-01-28T15:28:30.706697,Unknown,2024-25,40,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,PG/SG,,13,2026-01-28,,game_4646541349519654423,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Fenerbahçe SK,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:31.094827,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG,,13,2026-01-28,,game_-6702096253903086925,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,ALBA Berlin,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.211299,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG,,13,2026-01-28,,game_3540573854079108688,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Aquila Trento,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.883788,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,PG,,13,2026-01-28,,game_3590271128035775976,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Virtus Bologna,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:31.083306,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PF/C,,13,2026-01-28,,game_-6803721914983853010,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Anadolu Efes Istanbul,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.160995,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,F,,13,2026-01-28,,game_-600690885673855303,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Fenerbahçe SK,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.914752,Unknown,2024-25,4047,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Milwaukee Bucks,,13,2026-01-28,,game_-8356361559161506124,3,1,0.333,20,4,10,5,0.5,20,5,2,0.4,0,0,0,0,35,,10,7,"Sat, Jan 11, 2020",,13,1,Unknown,,0,,0.1111111111111111,10,2026-01-28T15:28:30.690769,Unknown,2024-25,10,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,SG,,13,2026-01-28,,game_5015319063165599482,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Varese,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.885526,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,PF/C,,13,2026-01-28,,game_-7071825642821884902,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,KK Partizan,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.147264,Unknown,2024-25,4045,,Unknown
5000,27,9,0.333,20,4,58,29,0.5,20,14,11,0.786,0,0,0,0,35,,59,7,0,,13,2026-01-28,,game_-8182511653280778633,0,0,0,20,4,4,2,0.5,20,3,0,0.0,0,0,0,0,35,,4,7,Unknown,,13,0,Unknown,,0,,0.7,-55,2026-01-28T15:28:30.657539,Unknown,2024-25,63,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_2175793562730585079,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,FC Bayern Munich,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.009560,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,F/PF,,13,2026-01-28,,game_3670360533602895489,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Valencia Basket,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.838745,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,PG,,13,2026-01-28,,game_4825626243174457507,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Aquila Trento,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:30.872647,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_-7217483018927379160,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Aquila Trento,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.180870,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG,,13,2026-01-28,,game_-7967618799613028426,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,ASVEL Villeurbanne,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.188386,Unknown,2024-25,4051,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Milwaukee Bucks,,13,2026-01-28,,game_180048728169610445,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,6,7,"Sat, Jan 18, 2020",,13,1,Unknown,,0,,0.06666666666666667,6,2026-01-28T15:28:30.696171,Unknown,2024-25,6,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,C,,13,2026-01-28,,game_-9018647933607553846,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,JL Bourg-en-Bresse,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.998452,Unknown,2024-25,4047,,Unknown
5000,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,30,7,Final,,13,2026-01-28,,game_-6740938953983919403,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,6,7,@ NYK 103,,13,0,Unknown,,0,,0.4,-24,2026-01-28T15:28:30.649296,Unknown,2024-25,36,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,SG,,13,2026-01-28,,game_-1921530228148202364,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Panathinaikos Athlitikos Omilos,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.807620,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PF,,13,2026-01-28,,game_5852789005761067405,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Valencia Basket,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.932387,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,SG,,13,2026-01-28,,game_-2483705403905550469,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Hamburg Towers,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.965617,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,PF/C,,13,2026-01-28,,game_4421019666902827173,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Anadolu Efes Istanbul,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.099140,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,PF/C,,13,2026-01-28,,game_-6125639885941072500,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Derthona Tortona,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:31.093911,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F/PF,,13,2026-01-28,,game_-6190899216924768158,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Tenerife,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.890490,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,PG,,13,2026-01-28,,game_7142138005027313066,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Anadolu Efes Istanbul,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.974599,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,SG/F,,13,2026-01-28,,game_7419249665012980645,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,KK Cedevita Junior,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:30.864732,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_3934631120561236332,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Galatasaray SK,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.045426,Unknown,2024-25,4051,,Unknown
5000,42,14,0.333,20,4,86,43,0.5,20,20,17,0.85,0,0,0,0,35,,87,7,Bochum,,13,2026-01-28,,game_-8575152399242223142,51,17,0.333,20,4,104,52,0.5,20,23,20,0.87,0,0,0,0,35,,104,7,Artland,,13,1,Unknown,,0,,2.1222222222222222,17,2026-01-28T15:28:31.256619,Unknown,2024-25,191,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,SG/F,,13,2026-01-28,,game_-3190481707262615828,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Panathinaikos Athlitikos Omilos,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.060721,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,C,,13,2026-01-28,,game_1443092471015326655,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,FC Barcelona,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.029606,Unknown,2024-25,4047,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Brooklyn Nets,,13,2026-01-28,,game_3029408989194989758,3,1,0.333,20,4,6,3,0.5,20,4,1,0.25,0,0,0,0,35,,7,7,"Sat, Jan 25, 2020",,13,1,Unknown,,0,,0.07777777777777778,7,2026-01-28T15:28:30.702617,Unknown,2024-25,7,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Philadelphia 76ers,,13,2026-01-28,,game_7771014244578413655,3,1,0.333,20,4,8,4,0.5,20,4,1,0.25,0,0,0,0,35,,8,7,"Fri, Jan 3, 2020",,13,1,Unknown,,0,,0.08888888888888889,8,2026-01-28T15:28:30.681359,Unknown,2024-25,8,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_-7804838281770418873,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Hamburg Towers,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.129453,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,SG,,13,2026-01-28,,game_-7814002595595058316,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Pallacanestro Brescia,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:31.178553,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,SG,,13,2026-01-28,,game_1433278544778762100,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Paris Basketball,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.787056,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_-6380034201426905327,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Legia Warsaw Basketball Section,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.201810,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,F,,13,2026-01-28,,game_-6570165306108548549,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Napoli Basket (2016),,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.136824,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,C,,13,2026-01-28,,game_-1199766374081895369,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Slask Wroclaw,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.129814,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,PG,,13,2026-01-28,,game_6748739251075840937,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Anadolu Efes Istanbul,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:30.974688,Unknown,2024-25,4045,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Charlotte Hornets,,13,2026-01-28,,game_3197805097952012968,3,1,0.333,20,4,8,4,0.5,20,4,1,0.25,0,0,0,0,35,,9,7,"Fri, Jan 10, 2020",,13,1,Unknown,,0,,0.1,9,2026-01-28T15:28:30.689610,Unknown,2024-25,9,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,C,,13,2026-01-28,,game_-2491403671090808067,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,BC Lietkabelis,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.082195,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,F,,13,2026-01-28,,game_4941331905485958629,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,ASVEL Villeurbanne,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:30.951007,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_-8580479894158664694,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,JL Bourg-en-Bresse,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.191875,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,PG/SG,,13,2026-01-28,,game_309123924088486572,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Turk Ankara,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.913092,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PF,,13,2026-01-28,,game_-6353798210398860221,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Basket Cremona,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.772994,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PG,,13,2026-01-28,,game_4702420914805006115,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,BC Zalgiris,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.113258,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,PF,,13,2026-01-28,,game_7489874499681884640,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,FC Barcelona,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:31.105163,Unknown,2024-25,4043,,Unknown
5000,15,5,0.333,20,4,30,15,0.5,20,9,6,0.667,0,0,0,0,35,,30,7,Portland Trail Blazers,,13,2026-01-28,,game_7315021144440309707,3,1,0.333,20,4,8,4,0.5,20,4,1,0.25,0,0,0,0,35,,9,7,"Fri, Jan 17, 2020",,13,0,Unknown,,0,,0.43333333333333335,-21,2026-01-28T15:28:30.695965,Unknown,2024-25,39,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,F/PF,,13,2026-01-28,,game_1327325416170238107,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Baskonia Vitoria-Gasteiz,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.068614,Unknown,2024-25,4047,,Unknown
5000,0,0,0,20,4,0,0,0,20,3,0,0.0,0,0,0,0,35,,0,7,Prime Video,,13,2026-01-28,,game_-4937077529781783964,0,0,0,20,4,2,1,0.5,20,3,0,0.0,0,0,0,0,35,,3,7,@Charlotte,,13,1,Unknown,,0,,0.03333333333333333,3,2026-01-28T15:28:30.673117,Unknown,2024-25,3,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_-3519433008209824420,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Basketball Nymburk,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.198552,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,PG,,13,2026-01-28,,game_-726499705125660087,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Pallacanestro Trieste,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.082818,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PF,,13,2026-01-28,,game_5710061611640413115,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Bahçeşehir Koleji SK,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.831742,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,F,,13,2026-01-28,,game_-1098620404516064598,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,KK Cedevita Junior,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:30.943764,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,F/PF,,13,2026-01-28,,game_-5012477371373227604,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Baskonia Vitoria-Gasteiz,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.015352,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,PF/C,,13,2026-01-28,,game_2258985581838538222,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,ratiopharm Ulm,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:30.918881,Unknown,2024-25,4047,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,PG/SG,,13,2026-01-28,,game_-414171024947138752,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,Hapoel Tel Aviv,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.821541,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,C,,13,2026-01-28,,game_-6014886566520456872,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,Cluj-Napoca,,13,0,Unknown,,0,,44.94444444444444,-1,2026-01-28T15:28:31.110603,Unknown,2024-25,4045,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,SG/F,,13,2026-01-28,,game_8310100969459921470,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2023,7,Olympiacos Piraeus,,13,0,Unknown,,0,,44.96666666666667,-1,2026-01-28T15:28:31.004930,Unknown,2024-25,4047,,Unknown
5000,6,2,0.333,20,4,14,7,0.5,20,5,2,0.4,0,0,0,0,35,,14,7,3,,13,2026-01-28,,game_4755961179012495155,12,4,0.333,20,4,24,12,0.5,20,7,4,0.571,0,0,0,0,35,,24,7,C,,13,1,Unknown,,0,,0.4222222222222222,10,2026-01-28T15:28:30.669535,Unknown,2024-25,38,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,SG,,13,2026-01-28,,game_-1612898714252053059,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,FC Barcelona,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.968880,Unknown,2024-25,4043,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,C,,13,2026-01-28,,game_5266206161898887196,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,JL Bourg-en-Bresse,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:31.191683,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2026,1013,0.5,20,408,405,0.993,0,0,0,0,35,,2026,7,F,,13,2026-01-28,,game_-3157753766555396355,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,FC Bayern Munich,,13,0,Unknown,,0,,45.01111111111111,-1,2026-01-28T15:28:30.891361,Unknown,2024-25,4051,,Unknown
5000,1011,337,0.333,20,4,2024,1012,0.5,20,408,405,0.993,0,0,0,0,35,,2025,7,PG,,13,2026-01-28,,game_-4619833688619156873,1011,337,0.333,20,4,2024,1012,0.5,20,407,404,0.993,0,0,0,0,35,,2024,7,Maccabi Tel Aviv BC,,13,0,Unknown,,0,,44.98888888888889,-1,2026-01-28T15:28:31.000630,Unknown,2024-25,4049,,Unknown
5000,1011,337,0.333,20,4,2022,1011,0.5,20,407,404,0.993,0,0,0,0,35,,2022,7,SG,,13,2026-01-28,,game_7869829786550536092,1008,336,0.333,20,4,2020,1010,0.5,20,407,404,0.993,0,0,0,0,35,,2021,7,Virtus Bologna,,13,0,Unknown,,0,,44.922222222222224,-1,2026-01-28T15:28:30.794568,Unknown,2024-25,4043,,Unknown
5000,42,14,0.333,20,4,84,42,0.5,20,20,17,0.85,0,0,0,0,35,,85,7,Jena,,13,2026-01-28,,game_-1456270031440756544,39,13,0.333,20,4,78,39,0.5,20,18,15,0.833,0,0,0,0,35,,78,7,Crailsh.,,13,0,Unknown,,0,,1.8111111111111111,-7,2026-01-28T15:28:31.230318,Unknown,2024-25,163,,Unknown
